obec_kod;obec;okres_kod;okres;kraj_kod;kraj;vymera;krajina;krajina_kod;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE;latitude;longitude
511226;Ábelová;606;Lučenec;6;Banskobystrický;52170765;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Ábelová;SK0326511226;48.4107111;19.4324517
557757;Abovce;609;Rimavská Sobota;6;Banskobystrický;8199569;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Abovce;SK0329557757;48.31133015;20.33812301223696
503673;Abrahám;202;Galanta;2;Trnavský;15779514;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Abrahám;SK0212503673;48.2479831;17.6194193
519014;Abrahámovce;701;Bardejov;7;Prešovský;5899305;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Abrahámovce;SK0411519014;49.16462355;21.34178935057406
523399;Abrahámovce;703;Kežmarok;7;Prešovský;6653165;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Abrahámovce;SK0413523399;49.0438114;20.45511820538793
512044;Abramová;509;Turčianske Teplice;5;Žilinský;12635439;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Abramová;SK0319512044;48.9347217;18.78611609865975
524158;Abranovce;707;Prešov;7;Prešovský;9583406;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Abranovce;SK0417524158;48.9380972;21.35730570679186
505838;Adamovské Kochanovce;309;Trenčín;3;Trenčiansky;9662581;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Adamovské Kochanovce;SK0229505838;48.86367185;17.91709562801864
520012;Adidovce;702;Humenné;7;Prešovský;20765157;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Adidovce;SK0412520012;49.02213195;22.0634024411761
500020;Alekšince;403;Nitra;4;Nitriansky;15072464;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Alekšince;SK0233500020;48.35484345;17.95640343201695
503029;Andovce;404;Nové Zámky;4;Nitriansky;10778309;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Andovce;SK0234503029;47.9950053;18.1042136
519022;Andrejová;701;Bardejov;7;Prešovský;11662554;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Andrejová;SK0411519022;49.33820155;21.33592516736466
556220;Ardanovce;406;Topoľčany;4;Nitriansky;6725756;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Ardanovce;SK0236556220;48.54889565;17.89654450561846
525537;Ardovo;808;Rožňava;8;Košický;11207585;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Ardovo;SK0428525537;48.5262558;20.43069001975783
526363;Arnutovce;810;Spišská Nová Ves;8;Košický;2228054;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Arnutovce;SK042A526363;48.97985925;20.49380327879215
500046;Báb;403;Nitra;4;Nitriansky;20091033;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Báb;SK0233500046;48.2997745;17.87117370931767
544060;Babie;713;Vranov nad Topľou;7;Prešovský;7998378;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Babie;SK041D544060;49.06705125;21.49129683099676
509558;Babín;507;Námestovo;5;Žilinský;17393651;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Babín;SK0317509558;49.32387175;19.39304512905196
518166;Babiná;611;Zvolen;6;Banskobystrický;22170021;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Babiná;SK032B518166;48.4338735;19.07651431969509
581623;Babindol;403;Nitra;4;Nitriansky;5413972;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Babindol;SK0233581623;48.28782775000001;18.23326571826007
514489;Babinec;609;Rimavská Sobota;6;Banskobystrický;4913094;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Babinec;SK0329514489;48.52466635;20.00079591020253
501441;Báč;201;Dunajská Streda;2;Trnavský;3923116;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Báč;SK0211501441;48.0045275;17.377711
528102;Bačka;811;Trebišov;8;Košický;9576699;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Bačka;SK042B528102;48.4414366;22.0514997
528111;Bačkov;811;Trebišov;8;Košický;27675694;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Bačkov;SK042B528111;48.75873705;21.59978196274923
521141;Bačkovík;806;Košice - okolie;8;Košický;4179772;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Bačkovík;SK0426521141;48.7845296;21.43326461142149
508446;Bacúch;603;Brezno;6;Banskobystrický;38190647;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Bacúch;SK0323508446;48.84667885;19.80978876715304
518174;Bacúrov;611;Zvolen;6;Banskobystrický;9602420;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Bacúrov;SK032B518174;48.51659835;19.04409929213158
516601;Baďan;602;Banská Štiavnica;6;Banskobystrický;15091117;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Baďan;SK0322516601;48.3315342;18.85086503137573
582697;Bádice;403;Nitra;4;Nitriansky;4111735;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Bádice;SK0233582697;48.39720124999999;18.13090551232667
508454;Badín;601;Banská Bystrica;6;Banskobystrický;34389985;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Badín;SK0321508454;48.673231;19.10068305457376
507806;Báhoň;107;Pezinok;1;Bratislavský;10574864;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Báhoň;SK0107507806;48.3087562;17.4451279
522287;Bajany;807;Michalovce;8;Košický;5545722;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Bajany;SK0427522287;48.6031886;22.1106912
501034;Bajč;401;Komárno;4;Nitriansky;36475732;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bajč;SK0231501034;47.9235482;18.2081404
524174;Bajerov;707;Prešov;7;Prešovský;6631992;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Bajerov;SK0417524174;48.95430145;21.11015715974251
524182;Bajerovce;708;Sabinov;7;Prešovský;16112612;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Bajerovce;SK0418524182;49.207951;20.78866708658109
502049;Bajka;402;Levice;4;Nitriansky;5755095;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bajka;SK0232502049;48.1541545;18.50553769561063
503037;Bajtava;404;Nové Zámky;4;Nitriansky;9329969;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bajtava;SK0234503037;47.8558281;18.7498697
501450;Baka;201;Dunajská Streda;2;Trnavský;19989125;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Baka;SK0211501450;47.9046685;17.5265767
508471;Baláže;601;Banská Bystrica;6;Banskobystrický;14216159;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Baláže;SK0321508471;48.82850904999999;19.18620582223088
526371;Baldovce;704;Levoča;7;Prešovský;2204013;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Baldovce;SK0414526371;48.99220765;20.71401345191542
515868;Balog nad Ipľom;610;Veľký Krtíš;6;Banskobystrický;8350666;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Balog nad Ipľom;SK032A515868;48.08183205;19.13263039406361
501468;Baloň;201;Dunajská Streda;2;Trnavský;16073223;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Baloň;SK0211501468;47.8300902;17.6700761
527114;Baňa;711;Stropkov;7;Prešovský;1912484;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Baňa;SK041B527114;49.21627745;21.60767331081787
581399;Banka;204;Piešťany;2;Trnavský;8582677;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Banka;SK0214581399;48.5781773;17.86125556617988
503045;Bánov;404;Nové Zámky;4;Nitriansky;19762698;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bánov;SK0234503045;48.0479935;18.18771414717864
542652;Bánovce nad Bebravou;301;Bánovce nad Bebravou;3;Trenčiansky;26548133;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Bánovce nad Bebravou;SK0221542652;48.7216671;18.2598263
522295;Bánovce nad Ondavou;807;Michalovce;8;Košický;12235546;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Bánovce nad Ondavou;SK0427522295;48.67020575;21.80502220627516
516627;Banská Belá;602;Banská Štiavnica;6;Banskobystrický;21075772;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Banská Belá;SK0322516627;48.48507655;18.95578407022939
508438;Banská Bystrica;601;Banská Bystrica;6;Banskobystrický;103376386;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Banská Bystrica;SK0321508438;48.7384028;19.1573494
516643;Banská Štiavnica;602;Banská Štiavnica;6;Banskobystrický;46735648;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Banská Štiavnica;SK0322516643;48.4580926;18.8988414
544078;Banské;713;Vranov nad Topľou;7;Prešovský;29861439;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Banské;SK041D544078;48.8219365;21.56286188968093
516651;Banský Studenec;602;Banská Štiavnica;6;Banskobystrický;19195693;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Banský Studenec;SK0322516651;48.45336985;18.96662402624153
528129;Bara;811;Trebišov;8;Košický;6252189;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Bara;SK042B528129;48.4255768;21.7170417
514501;Barca;609;Rimavská Sobota;6;Banskobystrický;11502513;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Barca;SK0329514501;48.36461989999999;20.23829491621157
519006;Bardejov;701;Bardejov;7;Prešovský;72335652;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Bardejov;SK0411519006;49.2926871;21.2756031
503053;Bardoňovo;404;Nové Zámky;4;Nitriansky;23810439;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bardoňovo;SK0234503053;48.1116805;18.4213303
516660;Bartošova Lehôtka;613;Žiar nad Hronom;6;Banskobystrický;8635884;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žiar nad Hronom;SK032D;Bartošova Lehôtka;SK032D516660;48.6507379;18.91107723135121
519049;Bartošovce;701;Bardejov;7;Prešovský;11231942;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Bartošovce;SK0411519049;49.2027728;21.27415550137908
521159;Baška;806;Košice - okolie;8;Košický;4502714;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Baška;SK0426521159;48.7065352;21.1811549
520021;Baškovce;702;Humenné;7;Prešovský;6629585;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Baškovce;SK0412520021;49.0310643;21.84118924294646
522309;Baškovce;809;Sobrance;8;Košický;6214218;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Baškovce;SK0429522309;48.7856518;22.2055961
558354;Bašovce;204;Piešťany;2;Trnavský;4044281;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Bašovce;SK0214558354;48.6329776;17.7974349
523402;Batizovce;706;Poprad;7;Prešovský;14380195;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Batizovce;SK0416523402;49.08077015;20.18713342151811
514519;Bátka;609;Rimavská Sobota;6;Banskobystrický;12017790;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Bátka;SK0329514519;48.3684107;20.15148599552825
515876;Bátorová;610;Veľký Krtíš;6;Banskobystrický;5942859;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Bátorová;SK032A515876;48.135733;19.28658603375781
501395;Bátorove Kosihy;401;Komárno;4;Nitriansky;45885515;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bátorove Kosihy;SK0231501395;47.8279363;18.4088219
502057;Bátovce;402;Levice;4;Nitriansky;31627607;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bátovce;SK0232502057;48.2874725;18.77991623349282
519057;Becherov;701;Bardejov;7;Prešovský;19093099;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Becherov;SK0411519057;49.43359055000001;21.30780024877895
505846;Beckov;304;Nové Mesto nad Váhom;3;Trenčiansky;28628764;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Beckov;SK0224505846;48.7850365;17.91972699545455
526380;Beharovce;704;Levoča;7;Prešovský;2649380;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Beharovce;SK0414526380;49.00653825;20.81904896712914
503061;Belá;404;Nové Zámky;4;Nitriansky;8692344;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Belá;SK0234503061;47.8319764;18.5973874
517429;Belá;511;Žilina;5;Žilinský;38609908;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Belá;SK031B517429;49.2313175;18.96567388107776
520039;Belá nad Cirochou;709;Snina;7;Prešovský;17348273;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Belá nad Cirochou;SK0419520039;48.974421;22.1072708
500062;Beladice;407;Zlaté Moravce;4;Nitriansky;22408290;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Beladice;SK0237500062;48.344429;18.2867709947644
512052;Belá-Dulice;506;Martin;5;Žilinský;51171997;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Belá-Dulice;SK0316512052;48.97886055;19.06400117128682
527122;Belejovce;712;Svidník;7;Prešovský;3083796;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Belejovce;SK041C527122;49.37464095;21.54356661176791
514535;Belín;609;Rimavská Sobota;6;Banskobystrický;4196168;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Belín;SK0329514535;48.3424288;20.10815506402928
511234;Belina;606;Lučenec;6;Banskobystrický;6483223;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Belina;SK0326511234;48.2361048;19.84896760087224
542661;Belince;406;Topoľčany;4;Nitriansky;2098415;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Belince;SK0236542661;48.4624714;18.09292844858599
555517;Bellova Ves;201;Dunajská Streda;2;Trnavský;6929431;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Bellova Ves;SK0211555517;48.0894053;17.5091999
519065;Beloveža;701;Bardejov;7;Prešovský;10151601;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Beloveža;SK0411519065;49.3044309;21.36088127610887
516678;Beluj;602;Banská Štiavnica;6;Banskobystrický;22813890;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Beluj;SK0322516678;48.3543424;18.8792901660603
512851;Beluša;308;Púchov;3;Trenčiansky;51330983;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Beluša;SK0228512851;49.0452515;18.34484106392358
521167;Belža;806;Košice - okolie;8;Košický;5487975;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Belža;SK0426521167;48.5805068;21.2731581
510271;Beňadiková;505;Liptovský Mikuláš;5;Žilinský;4974616;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Beňadiková;SK0315510271;49.081218;19.68671438937574
527131;Beňadikovce;712;Svidník;7;Prešovský;12564448;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Beňadikovce;SK041C527131;49.2296666;21.54721922955111
509566;Beňadovo;507;Námestovo;5;Žilinský;6699221;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Beňadovo;SK0317509566;49.4337879;19.35070484605892
522317;Beňatina;809;Sobrance;8;Košický;18638432;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Beňatina;SK0429522317;48.8091398;22.3254283
521175;Beniakovce;806;Košice - okolie;8;Košický;3805432;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Beniakovce;SK0426521175;48.7698236;21.3171614
512061;Benice;506;Martin;5;Žilinský;2150764;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Benice;SK0316512061;48.9945092;18.86957438654754
544086;Benkovce;713;Vranov nad Topľou;7;Prešovský;8239515;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Benkovce;SK041D544086;48.9497032;21.7100035
508462;Beňuš;603;Brezno;6;Banskobystrický;26780357;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Beňuš;SK0323508462;48.8381687;19.69761201483772
507814;Bernolákovo;108;Senec;1;Bratislavský;28430875;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Bernolákovo;SK0108507814;48.198971;17.3008589
524191;Bertotovce;707;Prešov;7;Prešovský;8491649;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Bertotovce;SK0417524191;49.0232782;21.02326980514751
502065;Beša;402;Levice;4;Nitriansky;7282095;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Beša;SK0232502065;48.150323;18.40460276804644
528137;Beša;807;Michalovce;8;Košický;19535728;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Beša;SK0427528137;48.5314875;21.94931699806558
503070;Bešeňov;404;Nové Zámky;4;Nitriansky;17095838;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bešeňov;SK0234503070;48.0447635;18.2634183
510301;Bešeňová;508;Ružomberok;5;Žilinský;4296979;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Ružomberok;SK0318;Bešeňová;SK0318510301;49.1143148;19.43906325297004
526398;Betlanovce;810;Spišská Nová Ves;8;Košický;10124125;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Betlanovce;SK042A526398;48.96332705;20.34212619267943
525545;Betliar;808;Rožňava;8;Košický;24670450;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Betliar;SK0428525545;48.72390515;20.52381557015842
522325;Bežovce;809;Sobrance;8;Košický;29507136;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Bežovce;SK0429522325;48.6315482;22.1536951
521183;Bidovce;806;Košice - okolie;8;Košický;9811795;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Bidovce;SK0426521183;48.74318835;21.43759676430882
528145;Biel;811;Trebišov;8;Košický;7444809;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Biel;SK042B528145;48.4047656;22.05699863338275
502073;Bielovce;402;Levice;4;Nitriansky;11362339;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bielovce;SK0232502073;47.9942506;18.76627181496239
580473;Biely Kostol;207;Trnava;2;Trnavský;2411104;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Biely Kostol;SK0217580473;48.3651727;17.52748824848498
526401;Bijacovce;704;Levoča;7;Prešovský;16595415;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Bijacovce;SK0414526401;49.043394;20.8142313366616
504211;Bílkove Humence;205;Senica;2;Trnavský;4095269;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Bílkove Humence;SK0215504211;48.5898445;17.24281901508065
503088;Bíňa;404;Nové Zámky;4;Nitriansky;23500579;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bíňa;SK0234503088;47.9211342;18.6421132
506788;Bíňovce;207;Trnava;2;Trnavský;7793810;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Bíňovce;SK0217506788;48.4969035;17.49754688239841
557315;Biskupice;606;Lučenec;6;Banskobystrický;7879932;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Biskupice;SK0326557315;48.2454873;19.82918101410608
542695;Biskupová;406;Topoľčany;4;Nitriansky;3304208;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Biskupová;SK0236542695;48.462764;17.98373316005291
547522;Bitarová;511;Žilina;5;Žilinský;3644777;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Bitarová;SK031B547522;49.208468;18.66684600485331
501484;Blahová;201;Dunajská Streda;2;Trnavský;11377874;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Blahová;SK0211501484;48.0860549;17.5384211
501492;Blatná na Ostrove;201;Dunajská Streda;2;Trnavský;10778355;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Blatná na Ostrove;SK0211501492;48.0060487;17.440189
522333;Blatná Polianka;809;Sobrance;8;Košický;9986205;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Blatná Polianka;SK0429522333;48.6833333;22.1
507822;Blatné;108;Senec;1;Bratislavský;16323130;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Blatné;SK0108507822;48.2660661;17.4188909
522341;Blatné Remety;809;Sobrance;8;Košický;6228847;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Blatné Remety;SK0429522341;48.7083688;22.1046309
522350;Blatné Revištia;809;Sobrance;8;Košický;5155413;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Blatné Revištia;SK0429522350;48.737883;22.0787463
512079;Blatnica;506;Martin;5;Žilinský;86185786;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Blatnica;SK0316512079;48.9234725;18.98637439009695
521191;Blažice;806;Košice - okolie;8;Košický;3401369;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Blažice;SK0426521191;48.67200045;21.41778640158414
512087;Blažovce;509;Turčianske Teplice;5;Žilinský;3605533;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Blažovce;SK0319512087;48.9398685;18.84482465819767
542709;Blesovce;406;Topoľčany;4;Nitriansky;5077676;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Blesovce;SK0236542709;48.55772709999999;18.03765633082001
514543;Blhovce;609;Rimavská Sobota;6;Banskobystrický;18742665;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Blhovce;SK0329514543;48.2715936;19.94042151322047
505854;Bobot;309;Trenčín;3;Trenčiansky;16079016;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Bobot;SK0229505854;48.83239615;18.20594006146909
509582;Bobrov;507;Námestovo;5;Žilinský;25639054;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Bobrov;SK0317509582;49.451119;19.55848230531619
510319;Bobrovček;505;Liptovský Mikuláš;5;Žilinský;3426097;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Bobrovček;SK0315510319;49.142917;19.6015469
510327;Bobrovec;505;Liptovský Mikuláš;5;Žilinský;31132340;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Bobrovec;SK0315510327;49.1183733;19.6137594
510335;Bobrovník;505;Liptovský Mikuláš;5;Žilinský;6780081;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Bobrovník;SK0315510335;49.12081325;19.47611691018703
559831;Bočiar;806;Košice - okolie;8;Košický;472101;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Bočiar;SK0426559831;48.5920569;21.2353988
503461;Bodíky;201;Dunajská Streda;2;Trnavský;24754882;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Bodíky;SK0211503461;47.9259092;17.4576976
